ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180521.9,96.32,83.63,178154.99,95.06
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180414.36,96.32,83.63,178046.03,95.05
180256.83,96.32,83.62,177889.34,95.05
180256.83,96.32,83.62,177889.34,95.05
180256.83,96.32,83.62,177899.22,95.06
180256.83,96.32,83.62,177899.22,95.06
180256.83,96.32,83.62,177899.22,95.06
180256.83,96.32,83.62,177899.22,95.06
180256.83,96.32,83.62,177899.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177849.22,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177853.44,95.06
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.0,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177870.03,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177868.51,95.07
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180206.83,96.32,83.62,177947.52,95.11
180048.06,96.31,83.62,177789.21,95.1
180048.06,96.31,83.62,177789.21,95.1
180048.06,96.31,83.62,177789.21,95.1
180048.06,96.31,83.62,177789.21,95.1
180048.06,96.31,83.62,177789.21,95.1
180048.06,96.31,83.62,177789.21,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177681.8,95.1
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.19,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179940.66,96.31,83.62,177690.22,95.11
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
179800.66,96.31,83.62,177550.22,95.1
