order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
179,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,4000,1,480,P100
180,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,24200,1,1000,P100|V100M16|V100M32
181,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11400,1,1000,P100|T4|V100M16|V100M32
182,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,16400,1,1000,P100|T4|V100M16|V100M32
183,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,14900,1,1000,G3
184,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,4150,1,270,<none>
185,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11300,1,1000,G2|P100|T4|V100M16|V100M32
186,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,4150,1,810,T4
187,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8000,1,440,T4
188,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,7000,1,1000,<none>
189,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,14900,1,1000,T4
190,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,3150,1,1000,V100M32
191,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,6000,1,460,G2|P100|T4|V100M16|V100M32
192,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,24200,1,1000,A10|G2|T4|V100M16|V100M32
193,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,9400,1,1000,<none>
194,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,9400,1,1000,V100M16|V100M32|V100M32
195,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,88000,8,1000,G2
196,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11300,1,1000,A10|G2|T4|V100M16|V100M32
197,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,14900,1,1000,G2
198,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,3150,1,810,G2|P100|T4|V100M16|V100M32
199,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8000,1,230,<none>
200,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,16200,2,1000,P100|V100M16|V100M32
201,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,4000,1,650,<none>
202,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,6000,1,1000,<none>
203,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8200,1,1000,G2
204,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,1000,1,650,P100
205,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8000,1,480,T4
206,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8000,1,440,<none>
207,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11910,1,470,G2|P100|T4|V100M16|V100M32
208,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,8000,1,1000,V100M16|V100M32|V100M32
209,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,16000,1,1000,A10|G2|T4|V100M16|V100M32
210,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11910,1,1000,V100M16|V100M32|V100M32
211,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,9810,1,1000,G2
212,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,11900,1,1000,V100M16|V100M32
213,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,3150,1,1000,A10|G2|T4|V100M16|V100M32
214,openb_pod_list_gpuspec25,07-FGDPredictor,1.3,42,1,14900,1,1000,<none>
0,openb_pod_list_gpuspec33,01-Random,1.3,42,206,3150,1,810,<none>
1,openb_pod_list_gpuspec33,01-Random,1.3,42,182,3150,1,810,T4
2,openb_pod_list_gpuspec33,01-Random,1.3,42,171,11300,1,1000,<none>
3,openb_pod_list_gpuspec33,01-Random,1.3,42,148,11300,1,1000,T4
4,openb_pod_list_gpuspec33,01-Random,1.3,42,126,11400,1,1000,<none>
5,openb_pod_list_gpuspec33,01-Random,1.3,42,107,11400,1,1000,T4
6,openb_pod_list_gpuspec33,01-Random,1.3,42,83,3150,1,1000,<none>
7,openb_pod_list_gpuspec33,01-Random,1.3,42,72,3150,1,810,P100
8,openb_pod_list_gpuspec33,01-Random,1.3,42,63,18710,1,1000,<none>
9,openb_pod_list_gpuspec33,01-Random,1.3,42,62,12000,1,1000,<none>
10,openb_pod_list_gpuspec33,01-Random,1.3,42,59,3150,1,1000,T4
11,openb_pod_list_gpuspec33,01-Random,1.3,42,57,11910,1,470,T4
12,openb_pod_list_gpuspec33,01-Random,1.3,42,53,12000,1,1000,T4
13,openb_pod_list_gpuspec33,01-Random,1.3,42,50,11910,1,470,<none>
14,openb_pod_list_gpuspec33,01-Random,1.3,42,48,8000,1,470,T4
15,openb_pod_list_gpuspec33,01-Random,1.3,42,47,15700,1,1000,<none>
16,openb_pod_list_gpuspec33,01-Random,1.3,42,43,8000,1,470,<none>
17,openb_pod_list_gpuspec33,01-Random,1.3,42,41,18710,1,1000,T4
18,openb_pod_list_gpuspec33,01-Random,1.3,42,41,11910,1,650,T4
19,openb_pod_list_gpuspec33,01-Random,1.3,42,38,9810,1,1000,<none>
20,openb_pod_list_gpuspec33,01-Random,1.3,42,37,9810,1,1000,T4
21,openb_pod_list_gpuspec33,01-Random,1.3,42,37,4000,1,320,T4
22,openb_pod_list_gpuspec33,01-Random,1.3,42,37,8000,1,1000,<none>
23,openb_pod_list_gpuspec33,01-Random,1.3,42,37,11910,1,650,<none>
24,openb_pod_list_gpuspec33,01-Random,1.3,42,34,4000,1,1000,T4
25,openb_pod_list_gpuspec33,01-Random,1.3,42,34,8000,1,1000,T4
26,openb_pod_list_gpuspec33,01-Random,1.3,42,32,11910,1,470,P100
27,openb_pod_list_gpuspec33,01-Random,1.3,42,31,11910,1,1000,<none>
28,openb_pod_list_gpuspec33,01-Random,1.3,42,30,8000,1,470,P100
29,openb_pod_list_gpuspec33,01-Random,1.3,42,28,16000,1,1000,<none>
30,openb_pod_list_gpuspec33,01-Random,1.3,42,28,4000,1,1000,<none>
31,openb_pod_list_gpuspec33,01-Random,1.3,42,27,11300,1,1000,G2
32,openb_pod_list_gpuspec33,01-Random,1.3,42,26,11910,1,1000,T4
33,openb_pod_list_gpuspec33,01-Random,1.3,42,23,11910,1,650,P100
34,openb_pod_list_gpuspec33,01-Random,1.3,42,22,16000,1,1000,T4
35,openb_pod_list_gpuspec33,01-Random,1.3,42,22,11300,1,1000,V100M16|V100M32
36,openb_pod_list_gpuspec33,01-Random,1.3,42,18,6000,1,460,T4
37,openb_pod_list_gpuspec33,01-Random,1.3,42,18,14200,1,1000,<none>
38,openb_pod_list_gpuspec33,01-Random,1.3,42,17,24200,1,1000,T4
39,openb_pod_list_gpuspec33,01-Random,1.3,42,16,14200,1,1000,T4
40,openb_pod_list_gpuspec33,01-Random,1.3,42,16,15700,1,1000,T4
41,openb_pod_list_gpuspec33,01-Random,1.3,42,16,24200,1,1000,<none>
42,openb_pod_list_gpuspec33,01-Random,1.3,42,15,11900,1,1000,T4
43,openb_pod_list_gpuspec33,01-Random,1.3,42,15,11400,1,1000,V100M16|V100M32
44,openb_pod_list_gpuspec33,01-Random,1.3,42,15,11400,1,1000,G2
45,openb_pod_list_gpuspec33,01-Random,1.3,42,14,3150,1,1000,P100|V100M16|V100M32
46,openb_pod_list_gpuspec33,01-Random,1.3,42,13,3150,1,1000,G2
47,openb_pod_list_gpuspec33,01-Random,1.3,42,12,4150,1,550,T4
48,openb_pod_list_gpuspec33,01-Random,1.3,42,12,4000,1,320,P100
49,openb_pod_list_gpuspec33,01-Random,1.3,42,11,18710,1,1000,V100M16|V100M32
50,openb_pod_list_gpuspec33,01-Random,1.3,42,11,11300,1,1000,P100|V100M16|V100M32
51,openb_pod_list_gpuspec33,01-Random,1.3,42,11,3150,1,590,T4
52,openb_pod_list_gpuspec33,01-Random,1.3,42,9,11400,1,1000,P100|V100M16|V100M32
53,openb_pod_list_gpuspec33,01-Random,1.3,42,9,88000,8,1000,<none>
54,openb_pod_list_gpuspec33,01-Random,1.3,42,8,12000,1,1000,V100M16|V100M32
55,openb_pod_list_gpuspec33,01-Random,1.3,42,8,15700,1,1000,V100M16|V100M32
56,openb_pod_list_gpuspec33,01-Random,1.3,42,8,3150,1,1000,V100M16|V100M32
57,openb_pod_list_gpuspec33,01-Random,1.3,42,8,11900,1,1000,<none>
58,openb_pod_list_gpuspec33,01-Random,1.3,42,7,4150,1,810,T4
59,openb_pod_list_gpuspec33,01-Random,1.3,42,7,11300,1,1000,V100M32
60,openb_pod_list_gpuspec33,01-Random,1.3,42,7,4150,1,370,T4
61,openb_pod_list_gpuspec33,01-Random,1.3,42,7,64200,8,1000,<none>
62,openb_pod_list_gpuspec33,01-Random,1.3,42,7,4150,1,550,P100
63,openb_pod_list_gpuspec33,01-Random,1.3,42,6,6000,1,460,P100
64,openb_pod_list_gpuspec33,01-Random,1.3,42,6,8000,1,320,T4
65,openb_pod_list_gpuspec33,01-Random,1.3,42,6,3150,1,590,P100
66,openb_pod_list_gpuspec33,01-Random,1.3,42,6,14200,1,1000,G2
67,openb_pod_list_gpuspec33,01-Random,1.3,42,6,12000,1,1000,G2
68,openb_pod_list_gpuspec33,01-Random,1.3,42,6,15200,1,1000,<none>
69,openb_pod_list_gpuspec33,01-Random,1.3,42,6,4000,1,230,T4
70,openb_pod_list_gpuspec33,01-Random,1.3,42,6,4000,1,1000,G2
71,openb_pod_list_gpuspec33,01-Random,1.3,42,6,4150,1,810,<none>
72,openb_pod_list_gpuspec33,01-Random,1.3,42,5,15200,1,1000,T4
73,openb_pod_list_gpuspec33,01-Random,1.3,42,5,12000,1,1000,P100|V100M16|V100M32
74,openb_pod_list_gpuspec33,01-Random,1.3,42,5,11910,1,1000,P100|V100M16|V100M32
75,openb_pod_list_gpuspec33,01-Random,1.3,42,5,18710,1,1000,V100M16|V100M32|V100M32
76,openb_pod_list_gpuspec33,01-Random,1.3,42,5,4000,1,230,P100
77,openb_pod_list_gpuspec33,01-Random,1.3,42,5,9810,1,1000,G2
78,openb_pod_list_gpuspec33,01-Random,1.3,42,5,8200,1,1000,<none>
79,openb_pod_list_gpuspec33,01-Random,1.3,42,5,16400,1,1000,<none>
80,openb_pod_list_gpuspec33,01-Random,1.3,42,5,6000,1,460,<none>
81,openb_pod_list_gpuspec33,01-Random,1.3,42,4,1000,1,1000,T4
82,openb_pod_list_gpuspec33,01-Random,1.3,42,4,4150,1,810,P100
83,openb_pod_list_gpuspec33,01-Random,1.3,42,4,11400,1,1000,P100|T4|V100M16|V100M32
84,openb_pod_list_gpuspec33,01-Random,1.3,42,4,11300,1,1000,V100M16|V100M32|V100M32
85,openb_pod_list_gpuspec33,01-Random,1.3,42,4,11910,1,1000,V100M16|V100M32
86,openb_pod_list_gpuspec33,01-Random,1.3,42,4,64200,8,1000,G3
87,openb_pod_list_gpuspec33,01-Random,1.3,42,4,8000,1,1000,P100|V100M16|V100M32
88,openb_pod_list_gpuspec33,01-Random,1.3,42,4,18710,1,1000,P100|V100M16|V100M32
89,openb_pod_list_gpuspec33,01-Random,1.3,42,4,11910,1,1000,G2
90,openb_pod_list_gpuspec33,01-Random,1.3,42,4,8000,1,1000,G2
91,openb_pod_list_gpuspec33,01-Random,1.3,42,4,18710,1,1000,G2
92,openb_pod_list_gpuspec33,01-Random,1.3,42,4,12000,1,1000,G3
93,openb_pod_list_gpuspec33,01-Random,1.3,42,3,88000,8,1000,G3
94,openb_pod_list_gpuspec33,01-Random,1.3,42,3,16000,1,1000,V100M16|V100M32
95,openb_pod_list_gpuspec33,01-Random,1.3,42,3,11400,1,1000,V100M16|V100M32|V100M32
96,openb_pod_list_gpuspec33,01-Random,1.3,42,3,11300,1,1000,P100|T4|V100M16|V100M32
97,openb_pod_list_gpuspec33,01-Random,1.3,42,3,9810,1,1000,P100|V100M16|V100M32
98,openb_pod_list_gpuspec33,01-Random,1.3,42,3,3150,1,1000,A10|T4
99,openb_pod_list_gpuspec33,01-Random,1.3,42,3,3150,1,1000,V100M16|V100M32|V100M32
100,openb_pod_list_gpuspec33,01-Random,1.3,42,3,9810,1,1000,V100M16|V100M32
101,openb_pod_list_gpuspec33,01-Random,1.3,42,3,4000,1,1000,G3
102,openb_pod_list_gpuspec33,01-Random,1.3,42,3,11300,1,1000,G3
103,openb_pod_list_gpuspec33,01-Random,1.3,42,3,11300,1,1000,G2|P100|T4|V100M16|V100M32
104,openb_pod_list_gpuspec33,01-Random,1.3,42,3,11400,1,1000,A10|G2|T4|V100M16|V100M32
105,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8200,1,1000,A10|T4
106,openb_pod_list_gpuspec33,01-Random,1.3,42,2,7000,1,1000,T4
107,openb_pod_list_gpuspec33,01-Random,1.3,42,2,15700,1,1000,P100
108,openb_pod_list_gpuspec33,01-Random,1.3,42,2,14200,1,1000,V100M16|V100M32
109,openb_pod_list_gpuspec33,01-Random,1.3,42,2,14200,1,1000,P100|V100M16|V100M32
110,openb_pod_list_gpuspec33,01-Random,1.3,42,2,12000,1,1000,V100M16|V100M32|V100M32
111,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11400,1,1000,V100M32
112,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11300,1,1000,V100M16
113,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11910,1,1000,V100M32
114,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11300,1,1000,P100|V100M16
115,openb_pod_list_gpuspec33,01-Random,1.3,42,2,16400,1,1000,T4
116,openb_pod_list_gpuspec33,01-Random,1.3,42,2,12000,1,1000,V100M32
117,openb_pod_list_gpuspec33,01-Random,1.3,42,2,4000,1,480,T4
118,openb_pod_list_gpuspec33,01-Random,1.3,42,2,12000,1,460,P100
119,openb_pod_list_gpuspec33,01-Random,1.3,42,2,4000,1,1000,V100M16|V100M32
120,openb_pod_list_gpuspec33,01-Random,1.3,42,2,3150,1,1000,P100|T4|V100M16|V100M32
121,openb_pod_list_gpuspec33,01-Random,1.3,42,2,16000,1,1000,P100|V100M16|V100M32
122,openb_pod_list_gpuspec33,01-Random,1.3,42,2,15700,1,1000,P100|V100M16|V100M32
123,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8200,1,1000,T4
124,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8000,1,320,P100
125,openb_pod_list_gpuspec33,01-Random,1.3,42,2,9810,1,1000,G3
126,openb_pod_list_gpuspec33,01-Random,1.3,42,2,24200,1,1000,P100|V100M16|V100M32
127,openb_pod_list_gpuspec33,01-Random,1.3,42,2,14900,1,1000,T4
128,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8000,1,1000,G3
129,openb_pod_list_gpuspec33,01-Random,1.3,42,2,16000,1,1000,G2
130,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11400,1,1000,G2|P100|T4|V100M16|V100M32
131,openb_pod_list_gpuspec33,01-Random,1.3,42,2,24200,1,1000,G2
132,openb_pod_list_gpuspec33,01-Random,1.3,42,2,3150,1,1000,G3
133,openb_pod_list_gpuspec33,01-Random,1.3,42,2,3150,1,810,G2|P100|T4|V100M16|V100M32
134,openb_pod_list_gpuspec33,01-Random,1.3,42,2,15400,1,1000,<none>
135,openb_pod_list_gpuspec33,01-Random,1.3,42,2,17400,2,1000,<none>
136,openb_pod_list_gpuspec33,01-Random,1.3,42,2,6000,2,1000,<none>
137,openb_pod_list_gpuspec33,01-Random,1.3,42,2,9400,1,1000,<none>
138,openb_pod_list_gpuspec33,01-Random,1.3,42,2,60200,4,1000,V100M16|V100M32|V100M32
139,openb_pod_list_gpuspec33,01-Random,1.3,42,2,14900,1,1000,<none>
140,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8000,1,650,<none>
141,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11400,1,1000,G3
142,openb_pod_list_gpuspec33,01-Random,1.3,42,2,32000,4,1000,<none>
143,openb_pod_list_gpuspec33,01-Random,1.3,42,2,4000,1,220,T4
144,openb_pod_list_gpuspec33,01-Random,1.3,42,2,8000,1,650,P100
145,openb_pod_list_gpuspec33,01-Random,1.3,42,2,4150,1,550,<none>
146,openb_pod_list_gpuspec33,01-Random,1.3,42,2,11400,1,1000,P100|V100M16
147,openb_pod_list_gpuspec33,01-Random,1.3,42,1,120000,8,1000,<none>
148,openb_pod_list_gpuspec33,01-Random,1.3,42,1,2000,1,1000,T4
149,openb_pod_list_gpuspec33,01-Random,1.3,42,1,32200,4,1000,V100M16|V100M32|V100M32
150,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11800,1,1000,T4
151,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11300,1,1000,T4|V100M16|V100M32
152,openb_pod_list_gpuspec33,01-Random,1.3,42,1,32000,4,1000,V100M16|V100M32
153,openb_pod_list_gpuspec33,01-Random,1.3,42,1,120000,8,1000,G3
154,openb_pod_list_gpuspec33,01-Random,1.3,42,1,88000,8,1000,G2
155,openb_pod_list_gpuspec33,01-Random,1.3,42,1,24200,1,1000,V100M16|V100M32|V100M32
156,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8000,1,1000,V100M16|V100M32|V100M32
157,openb_pod_list_gpuspec33,01-Random,1.3,42,1,16400,1,1000,V100M16|V100M32
158,openb_pod_list_gpuspec33,01-Random,1.3,42,1,12000,1,460,T4
159,openb_pod_list_gpuspec33,01-Random,1.3,42,1,120000,8,1000,G2
160,openb_pod_list_gpuspec33,01-Random,1.3,42,1,16000,1,1000,P100|T4|V100M16|V100M32
161,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8000,1,650,T4
162,openb_pod_list_gpuspec33,01-Random,1.3,42,1,18710,1,1000,P100|T4|V100M16|V100M32
163,openb_pod_list_gpuspec33,01-Random,1.3,42,1,24200,1,1000,V100M16|V100M32
164,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4000,1,1000,P100|V100M16|V100M32
165,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4000,1,470,T4
166,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4000,1,1000,V100M32
167,openb_pod_list_gpuspec33,01-Random,1.3,42,1,24200,1,1000,P100|T4|V100M16|V100M32
168,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4000,1,1000,V100M16|V100M32|V100M32
169,openb_pod_list_gpuspec33,01-Random,1.3,42,1,16200,2,1000,T4|V100M16|V100M32
170,openb_pod_list_gpuspec33,01-Random,1.3,42,1,6000,1,1000,T4
171,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11400,1,1000,V100M16
172,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8200,1,1000,P100|T4|V100M16|V100M32
173,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11300,1,1000,A10|T4
174,openb_pod_list_gpuspec33,01-Random,1.3,42,1,15700,1,1000,V100M32
175,openb_pod_list_gpuspec33,01-Random,1.3,42,1,14200,1,1000,A10|G2|T4|V100M16|V100M32
176,openb_pod_list_gpuspec33,01-Random,1.3,42,1,14900,1,1000,G2
177,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11900,1,1000,G3
178,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8000,1,220,P100
179,openb_pod_list_gpuspec33,01-Random,1.3,42,1,3150,1,1000,A10|G2|T4|V100M16|V100M32
180,openb_pod_list_gpuspec33,01-Random,1.3,42,1,12000,1,1000,G2|P100|T4|V100M16|V100M32
181,openb_pod_list_gpuspec33,01-Random,1.3,42,1,3150,1,1000,V100M32
182,openb_pod_list_gpuspec33,01-Random,1.3,42,1,9400,1,1000,P100|V100M16|V100M32
183,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4150,1,370,P100
184,openb_pod_list_gpuspec33,01-Random,1.3,42,1,32200,4,1000,G2
185,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11900,1,1000,P100|T4|V100M16|V100M32
186,openb_pod_list_gpuspec33,01-Random,1.3,42,1,15700,1,1000,G2
187,openb_pod_list_gpuspec33,01-Random,1.3,42,1,16200,2,1000,<none>
188,openb_pod_list_gpuspec33,01-Random,1.3,42,1,16000,1,1000,G3
189,openb_pod_list_gpuspec33,01-Random,1.3,42,1,3150,1,1000,A10|G2|P100|T4|V100M16|V100M32|V100M32
190,openb_pod_list_gpuspec33,01-Random,1.3,42,1,6000,1,1000,<none>
191,openb_pod_list_gpuspec33,01-Random,1.3,42,1,4000,1,1000,A10|G2|T4|V100M16|V100M32
192,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11910,1,650,G2|P100|T4|V100M16|V100M32
193,openb_pod_list_gpuspec33,01-Random,1.3,42,1,15200,1,1000,G2
194,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11900,1,1000,G2
195,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11900,1,1000,G2|P100|T4|V100M16|V100M32
196,openb_pod_list_gpuspec33,01-Random,1.3,42,1,9810,1,1000,A10|G2|P100|T4|V100M16|V100M32|V100M32
197,openb_pod_list_gpuspec33,01-Random,1.3,42,1,18710,1,1000,G3
198,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11300,1,1000,A10|G2|T4|V100M16|V100M32
199,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8000,1,480,<none>
200,openb_pod_list_gpuspec33,01-Random,1.3,42,1,11910,1,470,G2|P100|T4|V100M16|V100M32
201,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8000,1,1000,G2|P100|T4|V100M16|V100M32
202,openb_pod_list_gpuspec33,01-Random,1.3,42,1,32200,4,1000,<none>
203,openb_pod_list_gpuspec33,01-Random,1.3,42,1,8200,1,1000,G2|P100|T4|V100M16|V100M32
204,openb_pod_list_gpuspec33,01-Random,1.3,42,1,24200,1,1000,G3
0,openb_pod_list_gpuspec33,02-DotProd,1.3,42,211,3150,1,810,T4
1,openb_pod_list_gpuspec33,02-DotProd,1.3,42,174,11300,1,1000,T4
2,openb_pod_list_gpuspec33,02-DotProd,1.3,42,143,3150,1,810,<none>
3,openb_pod_list_gpuspec33,02-DotProd,1.3,42,121,11400,1,1000,T4
4,openb_pod_list_gpuspec33,02-DotProd,1.3,42,113,3150,1,810,P100
5,openb_pod_list_gpuspec33,02-DotProd,1.3,42,112,11300,1,1000,<none>
6,openb_pod_list_gpuspec33,02-DotProd,1.3,42,80,11910,1,470,T4
7,openb_pod_list_gpuspec33,02-DotProd,1.3,42,77,11400,1,1000,<none>
8,openb_pod_list_gpuspec33,02-DotProd,1.3,42,75,8000,1,470,T4
9,openb_pod_list_gpuspec33,02-DotProd,1.3,42,71,3150,1,1000,T4
10,openb_pod_list_gpuspec33,02-DotProd,1.3,42,63,4000,1,320,T4
11,openb_pod_list_gpuspec33,02-DotProd,1.3,42,63,3150,1,1000,<none>
12,openb_pod_list_gpuspec33,02-DotProd,1.3,42,60,12000,1,1000,T4
13,openb_pod_list_gpuspec33,02-DotProd,1.3,42,58,11910,1,650,T4
14,openb_pod_list_gpuspec33,02-DotProd,1.3,42,50,11910,1,470,<none>
15,openb_pod_list_gpuspec33,02-DotProd,1.3,42,48,8000,1,470,<none>
16,openb_pod_list_gpuspec33,02-DotProd,1.3,42,47,18710,1,1000,T4
17,openb_pod_list_gpuspec33,02-DotProd,1.3,42,44,8000,1,470,P100
18,openb_pod_list_gpuspec33,02-DotProd,1.3,42,44,11910,1,470,P100
19,openb_pod_list_gpuspec33,02-DotProd,1.3,42,40,9810,1,1000,T4
20,openb_pod_list_gpuspec33,02-DotProd,1.3,42,39,18710,1,1000,<none>
21,openb_pod_list_gpuspec33,02-DotProd,1.3,42,37,8000,1,1000,T4
22,openb_pod_list_gpuspec33,02-DotProd,1.3,42,36,4000,1,1000,T4
23,openb_pod_list_gpuspec33,02-DotProd,1.3,42,34,12000,1,1000,<none>
24,openb_pod_list_gpuspec33,02-DotProd,1.3,42,33,11910,1,650,<none>
25,openb_pod_list_gpuspec33,02-DotProd,1.3,42,32,11910,1,650,P100
26,openb_pod_list_gpuspec33,02-DotProd,1.3,42,31,11300,1,1000,V100M16|V100M32
27,openb_pod_list_gpuspec33,02-DotProd,1.3,42,31,4000,1,320,<none>
28,openb_pod_list_gpuspec33,02-DotProd,1.3,42,27,4000,1,320,P100
29,openb_pod_list_gpuspec33,02-DotProd,1.3,42,27,16000,1,1000,T4
30,openb_pod_list_gpuspec33,02-DotProd,1.3,42,27,11910,1,1000,T4
31,openb_pod_list_gpuspec33,02-DotProd,1.3,42,27,4000,1,230,T4
32,openb_pod_list_gpuspec33,02-DotProd,1.3,42,27,15700,1,1000,<none>
33,openb_pod_list_gpuspec33,02-DotProd,1.3,42,26,6000,1,460,T4
34,openb_pod_list_gpuspec33,02-DotProd,1.3,42,25,11400,1,1000,V100M16|V100M32
35,openb_pod_list_gpuspec33,02-DotProd,1.3,42,25,8000,1,1000,<none>
36,openb_pod_list_gpuspec33,02-DotProd,1.3,42,23,15700,1,1000,T4
37,openb_pod_list_gpuspec33,02-DotProd,1.3,42,22,3150,1,1000,P100|V100M16|V100M32
38,openb_pod_list_gpuspec33,02-DotProd,1.3,42,21,11300,1,1000,P100|V100M16|V100M32
39,openb_pod_list_gpuspec33,02-DotProd,1.3,42,21,9810,1,1000,<none>
40,openb_pod_list_gpuspec33,02-DotProd,1.3,42,21,6000,1,460,<none>
41,openb_pod_list_gpuspec33,02-DotProd,1.3,42,20,4000,1,1000,<none>
42,openb_pod_list_gpuspec33,02-DotProd,1.3,42,19,14200,1,1000,T4
43,openb_pod_list_gpuspec33,02-DotProd,1.3,42,18,24200,1,1000,T4
44,openb_pod_list_gpuspec33,02-DotProd,1.3,42,17,16000,1,1000,<none>
45,openb_pod_list_gpuspec33,02-DotProd,1.3,42,17,11300,1,1000,G2
46,openb_pod_list_gpuspec33,02-DotProd,1.3,42,16,3150,1,590,T4
47,openb_pod_list_gpuspec33,02-DotProd,1.3,42,16,11900,1,1000,T4
48,openb_pod_list_gpuspec33,02-DotProd,1.3,42,16,11910,1,1000,<none>
49,openb_pod_list_gpuspec33,02-DotProd,1.3,42,15,11400,1,1000,P100|V100M16|V100M32
50,openb_pod_list_gpuspec33,02-DotProd,1.3,42,15,18710,1,1000,V100M16|V100M32
51,openb_pod_list_gpuspec33,02-DotProd,1.3,42,14,4000,1,230,P100
52,openb_pod_list_gpuspec33,02-DotProd,1.3,42,14,4150,1,550,T4
53,openb_pod_list_gpuspec33,02-DotProd,1.3,42,13,6000,1,460,P100
54,openb_pod_list_gpuspec33,02-DotProd,1.3,42,13,8000,1,320,T4
55,openb_pod_list_gpuspec33,02-DotProd,1.3,42,13,4000,1,220,T4
56,openb_pod_list_gpuspec33,02-DotProd,1.3,42,13,3150,1,1000,V100M16|V100M32
57,openb_pod_list_gpuspec33,02-DotProd,1.3,42,13,4000,1,230,<none>
58,openb_pod_list_gpuspec33,02-DotProd,1.3,42,12,4150,1,370,T4
59,openb_pod_list_gpuspec33,02-DotProd,1.3,42,11,4150,1,550,P100
60,openb_pod_list_gpuspec33,02-DotProd,1.3,42,11,3150,1,590,P100
61,openb_pod_list_gpuspec33,02-DotProd,1.3,42,11,12000,1,1000,V100M16|V100M32
62,openb_pod_list_gpuspec33,02-DotProd,1.3,42,11,11400,1,1000,G2
63,openb_pod_list_gpuspec33,02-DotProd,1.3,42,10,4150,1,810,T4
64,openb_pod_list_gpuspec33,02-DotProd,1.3,42,10,11300,1,1000,V100M32
